,date,rank,song,artist,last-week,peak-rank,weeks-on-board,genre
25185,1963-06-01,86,So Much In Love,The Tymes,,86,1,"['beach music', 'brill building pop', 'classic uk pop', 'doo-wop', 'motown', 'philly soul', 'rhythm and blues']"
25189,1963-06-01,90,First Quarrel,Paul and Paula,,90,1,"['adoracao', 'brazilian gospel']"
25190,1963-06-01,91,You Know It Ain't Right,Joe Hinton,,91,1,[]
25192,1963-06-01,93,(I Love You) Don't You Forget It,Perry Como,,93,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge']"
25197,1963-06-01,98,Say Wonderful Things,Patti Page,,98,1,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge']"
25198,1963-06-01,99,River's Invitation,Percy Mayfield,,99,1,"['jazz blues', 'rhythm and blues']"
25275,1963-06-08,76,Falling,Roy Orbison,,76,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly']"
25280,1963-06-08,81,Easier Said Than Done,The Essex,,81,1,"['brill building pop', 'classic girl group', 'rhythm and blues']"
25284,1963-06-08,85,Six Days On The Road,Dave Dudley,,85,1,['truck-driving country']
25287,1963-06-08,88,"Tie Me Kangaroo Down, Sport",Rolf Harris,,88,1,['novelty']
25292,1963-06-08,93,Spring In Manhattan,Tony Bennett,,93,1,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
25295,1963-06-08,96,Not Too Young To Get Married,Bob B. Soxx And The Blue Jeans,,96,1,['brill building pop']
25299,1963-06-08,100,Just One Look,Doris Troy,,100,1,"['brill building pop', 'motown', 'northern soul', 'rhythm and blues', 'southern soul']"
25367,1963-06-15,68,Surf City,Jan & Dean,,68,1,"['brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly', 'sunshine pop', 'surf music']"
25369,1963-06-15,70,Harry The Hairy Ape,Ray Stevens,,70,1,"['bubblegum pop', 'comic', 'country', 'country rock', 'novelty']"
25384,1963-06-15,85,Come Go With Me,Dion,,85,1,"['k-pop', 'k-pop boy group']"
25385,1963-06-15,86,Not Me,The Orlons,,86,1,"['brill building pop', 'bubblegum pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues']"
25386,1963-06-15,87,Detroit City,Bobby Bare,,87,1,"['classic country pop', 'country', 'country rock', 'outlaw country']"
25388,1963-06-15,89,Denise,Randy & The Rainbows,,89,1,[]
25389,1963-06-15,90,Jack The Ripper,Link Wray And The Wraymen,,90,1,['surf music']
25392,1963-06-15,93,Summer's Comin',Kirby St. Romain,,93,1,[]
25394,1963-06-15,95,Rat Race,The Drifters,,95,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'motown', 'rock-and-roll', 'rockabilly', 'soul']"
25395,1963-06-15,96,Don't Say Goodnight And Mean Goodbye,The Shirelles,,96,1,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']"
25397,1963-06-15,98,Black Cloud,Chubby Checker,,98,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']"
25398,1963-06-15,99,My True Confession,Brook Benton,,99,1,"['adult standards', 'jazz blues', 'lounge', 'soul', 'swing', 'vocal jazz']"
25399,1963-06-15,100,Hootenanny,The Glencoves,,100,1,[]
25461,1963-06-22,62,Without Love (There Is Nothing),Ray Charles,,62,1,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
25470,1963-06-22,71,Hopeless,Andy Williams,,71,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge']"
25477,1963-06-22,78,Till Then,The Classics,,78,1,['gospel']
25481,1963-06-22,82,Get Him,The Exciters,,82,1,"['brill building pop', 'classic girl group', 'motown', 'northern soul']"
25482,1963-06-22,83,Be True To Yourself,Bobby Vee,,83,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
25484,1963-06-22,85,Fingertips - Pt 2,Little Stevie Wonder,,85,1,"['adult standards', 'funk', 'motown', 'quiet storm', 'soul']"
25485,1963-06-22,86,Wipe Out,The Surfaris,,86,1,['surf music']
25489,1963-06-22,90,Mockingbird,Inez Foxx with Charlie Foxx,,90,1,[]
25491,1963-06-22,92,Yeh-Yeh!,Mongo Santamaria Orch.,,92,1,[]
25492,1963-06-22,93,Banzai Pipeline,Henry Mancini And His Orchestra,,93,1,[]
25493,1963-06-22,94,The Ten Commandments Of Love,James MacArthur,,94,1,[]
25495,1963-06-22,96,Abilene,George Hamilton IV,,96,1,['traditional country']
25496,1963-06-22,97,My Block,The Four Pennies,,97,1,"['adult standards', 'lounge', 'vocal harmony group', 'vocal jazz']"
25497,1963-06-22,98,Cottonfields,Ace Cannon,,98,1,[]
25498,1963-06-22,99,Graduation Day,Bobby Pickett,,99,1,"['halloween', 'novelty']"
25499,1963-06-22,100,Breakwater,Lawrence Welk And His Orchestra,,100,1,['polka']
25576,1963-06-29,77,Tips Of My Fingers,Roy Clark,,77,1,"['classic country pop', 'oklahoma country']"
25577,1963-06-29,78,Like The Big Guys Do,The Rocky Fellers,,78,1,[]
25582,1963-06-29,83,"Green, Green",The New Christy Minstrels,,83,1,['american folk revival']
25583,1963-06-29,84,(You're the) Devil In Disguise,Elvis Presley With The Jordanaires,,84,1,"['adult standards', 'rock-and-roll', 'rockabilly']"
25585,1963-06-29,86,Blowin' In The Wind,"Peter, Paul & Mary",,86,1,"['american folk revival', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']"
25586,1963-06-29,87,Antony And Cleopatra Theme,Ferrante & Teicher,,87,1,"['adult standards', 'british soundtrack', 'classic soundtrack', 'scorecore', 'soundtrack']"
25588,1963-06-29,89,Scarlett O'Hara,Lawrence Welk And His Orchestra,,89,1,['polka']
25590,1963-06-29,91,Guilty,Jim Reeves,,91,1,"['adult standards', 'nashville sound']"
25591,1963-06-29,92,I'm Afraid To Go Home,Brian Hyland,,92,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
25592,1963-06-29,93,Land Of 1000 Dances,Chris Kenner,,93,1,"['louisiana blues', 'new orleans blues', 'rhythm and blues']"
25593,1963-06-29,94,A Letter From Betty,Bobby Vee,,94,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
25595,1963-06-29,96,From Me To You,Del Shannon,,96,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
25596,1963-06-29,97,Hello Jim,Paul Anka,,97,1,"['adult standards', 'brill building pop', 'canadian pop', 'easy listening', 'lounge', 'rock-and-roll']"
25598,1963-06-29,99,I (Who Have Nothing),Ben E. King,,99,1,"['adult standards', 'brill building pop', 'motown', 'rock-and-roll', 'soul', 'southern soul']"
25599,1963-06-29,100,Rock Me In The Cradle Of Love,Dee Dee Sharp,,100,1,"['brill building pop', 'classic girl group', 'doo-wop', 'motown', 'philly soul', 'rhythm and blues']"
25674,1963-07-06,75,Be Careful Of Stones That You Throw,Dion,,75,1,"['k-pop', 'k-pop boy group']"
25677,1963-07-06,78,Candy Girl,The 4 Seasons,,78,1,"['baroque', 'classical', 'early music', 'italian baroque']"
25679,1963-07-06,80,Judy's Turn To Cry,Lesley Gore,,80,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'folk rock', 'rock-and-roll']"
25680,1963-07-06,81,Will Power,The Cookies,,81,1,[]
25681,1963-07-06,82,Brenda,The Cupids,,82,1,[]
25683,1963-07-06,84,When A Boy Falls In Love,Mel Carter,,84,1,[]
25684,1963-07-06,85,My Whole World Is Falling Down,Brenda Lee,,85,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly', 'vocal jazz']"
25687,1963-07-06,88,Daughter,The Blenders,,88,1,"['background jazz', 'dinner jazz']"
25689,1963-07-06,90,More,Kai Winding & Orchestra,,90,1,genre not found
25691,1963-07-06,92,Dancin' Holiday,The Olympics,,92,1,['british comedy']
25693,1963-07-06,94,Spring,Birdlegs & Pauline And Their Versatility Birds,,94,1,genre not found
25696,1963-07-06,97,I Will Love You,Richard Chamberlain,,97,1,[]
25697,1963-07-06,98,Love Me All The Way,Kim Weston,,98,1,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']"
25698,1963-07-06,99,True Love Never Runs Smooth,Gene Pitney,,99,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
25699,1963-07-06,100,Tears Of Joy,Chuck Jackson,,100,1,"['beach music', 'brill building pop', 'classic soul', 'motown', 'northern soul', 'rhythm and blues', 'soul', 'southern soul']"
25769,1963-07-13,70,I Wonder,Brenda Lee,,70,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly', 'vocal jazz']"
25774,1963-07-13,75,Danke Schoen,Wayne Newton And The Newton Brothers,,75,1,['soundtrack']
25776,1963-07-13,77,Marlena,The 4 Seasons,,77,1,"['baroque', 'classical', 'early music', 'italian baroque']"
25780,1963-07-13,81,Surf Party,Chubby Checker,,81,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']"
25782,1963-07-13,83,Shake! Shake! Shake!,Jackie Wilson,,83,1,"['adult standards', 'brill building pop', 'chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']"
25789,1963-07-13,90,The Monkey Time,Major Lance,,90,1,"['beach music', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'northern soul', 'rhythm and blues', 'soul']"
25796,1963-07-13,97,Surfin' Hootenanny,Al Casey,,97,1,"['antiviral pop', 'otacore']"
25866,1963-07-20,67,Sometimes You Gotta Cry A Little,Bobby Bland,,67,1,"['blues', 'classic soul', 'electric blues', 'soul', 'soul blues', 'southern soul']"
25870,1963-07-20,71,Twist It Up,Chubby Checker,,71,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']"
25877,1963-07-20,78,Make The World Go Away,Timi Yuro,,78,1,"['adult standards', 'brill building pop']"
25878,1963-07-20,79,Leave Me Alone,Baby Washington,,79,1,"['adult standards', 'jazz blues', 'lounge', 'soul', 'swing', 'vocal jazz']"
25879,1963-07-20,80,How Many Teardrops,Lou Christie,,80,1,"['brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll']"
25886,1963-07-20,87,Can't Nobody Love You,Solomon Burke,,87,1,"['classic soul', 'funk', 'motown', 'soul', 'soul blues', 'southern soul']"
25889,1963-07-20,90,Wait Til' My Bobby Gets Home,Darlene Love,,90,1,"['adult standards', 'brill building pop', 'motown']"
25890,1963-07-20,91,Groovy Baby,Billy Abbott And The Jewels,,91,1,[]
25891,1963-07-20,92,Mama Don't Allow,The Rooftop Singers,,92,1,['american folk revival']
25893,1963-07-20,94,"Dance, Dance, Dance",Joey Dee,,94,1,[]
25895,1963-07-20,96,It Hurts To Be Sixteen,Andrea Carroll,,96,1,"['celtic', 'irish fiddle', 'irish folk']"
25896,1963-07-20,97,This Is All I Ask,Tony Bennett,,97,1,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
25897,1963-07-20,98,Still No. 2,Ben Colder,,98,1,"['italian death metal', 'melodic death metal', 'melodic metalcore']"
25898,1963-07-20,99,I Want To Stay Here,Steve & Eydie,,99,1,[]
25899,1963-07-20,100,What A Fool I've Been,Carla Thomas,,100,1,"['classic soul', 'memphis soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']"
25967,1963-07-27,68,"Hey, Girl",Freddie Scott,,68,1,"['alternative hip hop', 'hip hop', 'indiana hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
25970,1963-07-27,71,"Painted, Tainted Rose",Al Martino,,71,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge']"
25975,1963-07-27,76,If I Had A Hammer,Trini Lopez,,76,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'merseybeat', 'rock-and-roll']"
25981,1963-07-27,82,The Dreamer,Neil Sedaka,,82,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'mellow gold', 'rockabilly', 'soft rock']"
25983,1963-07-27,84,"Que Sera, Sera (Whatever Will Be, Will Be)",The High Keyes,,84,1,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
25989,1963-07-27,90,Chinese Checkers,Booker T. & The MG's,,90,1,"['adult standards', 'album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']"
25993,1963-07-27,94,Baja,The Astronauts,,94,1,"['bay area indie', 'shiver pop']"
25994,1963-07-27,95,A Breath Taking Guy,The Supremes,,95,1,"['adult standards', 'brill building pop', 'classic girl group', 'disco', 'funk', 'motown', 'quiet storm', 'soul']"
25995,1963-07-27,96,It's Too Late,Wilson Pickett,,96,1,"['brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'rock-and-roll', 'soul', 'southern soul']"
25996,1963-07-27,97,Saturday Sunshine,Burt Bacharach,,97,1,"['adult standards', 'lounge', 'vocal jazz']"
25997,1963-07-27,98,True Love,Richard Chamberlain,,98,1,[]
25998,1963-07-27,99,These Foolish Things,James Brown And The Famous Flames,,99,1,"['motown', 'soul']"
25999,1963-07-27,100,True Blue Lou,Tony Bennett,,100,1,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
26044,1963-08-03,45,"Hello Mudduh, Hello Fadduh! (A Letter From Camp)",Allan Sherman,,45,1,['comic']
26069,1963-08-03,70,Desert Pete,The Kingston Trio,,70,1,"['american folk revival', 'folk', 'folk rock']"
26074,1963-08-03,75,My Boyfriend's Back,The Angels,,75,1,"['healing', 'new age']"
26076,1963-08-03,77,Everybody Monkey,Freddy Cannon,,77,1,"['brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
26081,1963-08-03,82,Heat Wave,Martha & The Vandellas,,82,1,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'quiet storm', 'soul']"
26084,1963-08-03,85,Surfer Girl,The Beach Boys,,85,1,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
26086,1963-08-03,87,My Daddy Knows Best,The Marvelettes,,87,1,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']"
26089,1963-08-03,90,Dum Dum Dee Dum,Johnny Cymbal,,90,1,[]
26092,1963-08-03,93,Martian Hop,The Ran-Dells,,93,1,['novelty']
26094,1963-08-03,95,Lucky Lips,Cliff Richard,,95,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']"
26096,1963-08-03,97,At The Shore,Johnny Caswell,,97,1,['philly soul']
26097,1963-08-03,98,Please Don't Talk To The Lifeguard,Diane Ray,,98,1,[]
26099,1963-08-03,100,Make The Music Play,Dionne Warwick,,100,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']"
26174,1963-08-10,75,You Can Never Stop Me Loving You,Johnny Tillotson,,75,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'nashville sound', 'rock-and-roll', 'rockabilly']"
26178,1963-08-10,79,Hey There Lonely Boy,Ruby And The Romantics,,79,1,['rhythm and blues']
26179,1963-08-10,80,The Kind Of Boy You Can't Forget,The Raindrops,,80,1,"[""children's folk"", ""children's music"", 'kindie rock', ""preschool children's music""]"
26182,1963-08-10,83,Pay Back,Etta James,,83,1,"['adult standards', 'jazz blues', 'soul', 'soul blues', 'torch song', 'vocal jazz']"
26184,1963-08-10,85,Drownin' My Sorrows,Connie Francis,,85,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']"
26189,1963-08-10,90,It's A Lonely Town (Lonely Without You),Gene McDaniels,,90,1,[]
26193,1963-08-10,94,Man's Temptation,Gene Chandler,,94,1,"['brill building pop', 'chicago soul', 'classic soul', 'doo-wop', 'motown', 'northern soul', 'rhythm and blues', 'soul', 'southern soul']"
26194,1963-08-10,95,The Minute You're Gone,Sonny James,,95,1,['nashville sound']
26195,1963-08-10,96,The Lonely Surfer,Jack Nitzsche,,96,1,['surf music']
26196,1963-08-10,97,(I Cried at) Laura's Wedding,Barbara Lynn,,97,1,"['brill building pop', 'classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']"
26197,1963-08-10,98,This Is My Prayer,Theola Kilgore,,98,1,[]
26270,1963-08-17,71,Then He Kissed Me,The Crystals,,71,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'motown', 'rock-and-roll']"
26279,1963-08-17,80,Little Deuce Coupe,The Beach Boys,,80,1,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
26285,1963-08-17,86,Part Time Love,Little Johnny Taylor,,86,1,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues']"
26286,1963-08-17,87,Only In America,Jay & The Americans,,87,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll']"
26287,1963-08-17,88,Mickey's Monkey,The Miracles,,88,1,"['brill building pop', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']"
26288,1963-08-17,89,Wonderful! Wonderful!,The Tymes,,89,1,"['beach music', 'brill building pop', 'classic uk pop', 'doo-wop', 'motown', 'philly soul', 'rhythm and blues']"
26289,1963-08-17,90,Straighten Up Your Heart,Barbara Lewis,,90,1,"['brill building pop', 'classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']"
26290,1963-08-17,91,It Won't Be This Way (Always),The King Pins,,91,1,"['ska', 'ska revival']"
26293,1963-08-17,94,I'm Not A Fool Anymore,T.K. Hulin,,94,1,"['opm', 'pinoy pop punk', 'pinoy rock']"
26294,1963-08-17,95,Birthday Party,The Pixies Three,,95,1,"['alternative rock', 'art rock', 'boston rock', 'indie rock', 'modern rock', 'permanent wave', 'rock']"
26296,1963-08-17,97,Gone,The Rip Chords,,97,1,['surf music']
26299,1963-08-17,100,Cry Baby,Garnet Mimms & The Enchanters,,100,1,"['motown', 'rhythm and blues', 'southern soul']"
26369,1963-08-24,70,Why Don't You Believe Me,The Duprees featuring Joey Vann,,70,1,genre not found
26382,1963-08-24,83,8 X 10,Bill Anderson,,83,1,['nashville sound']
26384,1963-08-24,85,Organ Shout,"Dave ""Baby"" Cortez",,85,1,"['hammond organ', 'jazz organ', 'rhythm and blues']"
26385,1963-08-24,86,China Nights (Shina No Yoru),Kyu Sakamoto,,86,1,['enka']
26389,1963-08-24,90,A Walkin' Miracle,The Essex Featuring Anita Humes,,90,1,genre not found
26392,1963-08-24,93,"Something Old, Something New",Paul and Paula,,93,1,"['adoracao', 'brazilian gospel']"
26393,1963-08-24,94,Treat My Baby Good,Bobby Darin,,94,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']"
26394,1963-08-24,95,Wham!,Lonnie Mack,,95,1,"['blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues']"
26395,1963-08-24,96,Your Baby's Gone Surfin',Duane Eddy,,96,1,"['adult standards', 'brill building pop', 'lounge', 'rock-and-roll', 'rockabilly', 'surf music']"
26396,1963-08-24,97,Hear The Bells,The Tokens,,97,1,"['brill building pop', 'doo-wop', 'sunshine pop']"
26397,1963-08-24,98,Tell Me The Truth,Nancy Wilson,,98,1,"['adult standards', 'cool jazz', 'lounge', 'soul', 'vocal jazz']"
26398,1963-08-24,99,"Dance, Everybody, Dance",The Dartells,,99,1,"['bluegrass', 'folk', 'mandolin', 'old-time', 'progressive bluegrass']"
