,date,rank,song,artist,last-week,peak-rank,weeks-on-board,genre
87864,1975-06-07,65,Please Mr. Please,Olivia Newton-John,,65,1,['hollywood']
87889,1975-06-07,90,Just A Little Bit Of You,Michael Jackson,,90,1,"['pop', 'r&b', 'soul']"
87897,1975-06-07,98,Baby-Get It On,Ike & Tina Turner,,98,1,"['brill building pop', 'classic soul', 'motown', 'soul', 'southern soul']"
87898,1975-06-07,99,Sneakin' Up Behind You,The Brecker Brothers,,99,1,"['jazz funk', 'jazz fusion', 'modern funk']"
87899,1975-06-07,100,Stars In My Eyes,Sugarloaf/Jerry Corbetta,,100,1,[]
87980,1975-06-14,81,Got To Get You Into My Life,"Blood, Sweat & Tears",,81,1,"['k-pop', 'k-pop boy group']"
87981,1975-06-14,82,It's All Down To Goodnight Vienna/Oo-Wee,Ringo Starr,,82,1,"['album rock', 'beatlesque', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'rock drums', 'soft rock']"
87982,1975-06-14,83,Sweet Emotion,Aerosmith,,83,1,"['album rock', 'classic rock', 'hard rock', 'rock']"
87985,1975-06-14,86,Feelin' That Glow,Roberta Flack,,86,1,"['adult standards', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']"
87986,1975-06-14,87,At Seventeen,Janis Ian,,87,1,"['classic uk pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter']"
87987,1975-06-14,88,Holdin' On To Yesterday,Ambrosia,,88,1,"['adult standards', 'album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']"
87988,1975-06-14,89,Saturday Night Special,Lynyrd Skynyrd,,89,1,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']"
87989,1975-06-14,90,Take Me To The River,Syl Johnson,,90,1,"['chicago soul', 'classic soul', 'funk', 'memphis soul', 'soul', 'southern soul']"
87995,1975-06-14,96,Wonderful Baby,Don McLean,,96,1,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
87997,1975-06-14,98,Chocolate City,Parliament,,98,1,"['afrofuturism', 'funk', 'funk rock', 'jazz funk', 'motown', 'p funk', 'soul']"
87999,1975-06-14,100,Ballroom Blitz,Sweet,,100,1,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']"
88078,1975-06-21,79,Fight The Power Part 1,The Isley Brothers,,79,1,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']"
88080,1975-06-21,81,Sexy,MFSB,,81,1,"['classic soul', 'disco', 'funk', 'instrumental soul', 'jazz funk', 'motown', 'philly soul', 'post-disco', 'quiet storm']"
88081,1975-06-21,82,Mornin' Beautiful,Tony Orlando & Dawn,,82,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop']"
88082,1975-06-21,83,Wasted Days And Wasted Nights,Freddy Fender,,83,1,"['new mexico music', 'swamp pop']"
88084,1975-06-21,85,Send In The Clowns,Judy Collins,,85,1,"['american folk revival', 'classic uk pop', 'folk', 'folk rock', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock']"
88087,1975-06-21,88,Third Rate Romance,Amazing Rhythm Aces,,88,1,"['country rock', 'folk', 'roots rock', 'southern rock']"
88095,1975-06-21,96,Rendezvous,The Hudson Brothers,,96,1,"['alternative country', 'country rock', 'new americana', 'outlaw country', 'roots americana', 'roots rock', 'texas country']"
88096,1975-06-21,97,7-6-5-4-3-2-1 (Blow Your Whistle),Gary Toms Empire,,97,1,[]
88099,1975-06-21,100,(Shu-Doo-Pa-Poo-Poop) Love Being Your Fool,Travis Wammack,,100,1,['swamp rock']
88180,1975-06-28,81,Could It Be Magic,Barry Manilow,,81,1,"['adult standards', 'bubblegum pop', 'disco', 'mellow gold', 'quiet storm', 'soft rock', 'yacht rock']"
88183,1975-06-28,84,Free Man,South Shore Commission,,84,1,[]
88184,1975-06-28,85,That's When The Music Takes Me,Neil Sedaka,,85,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'mellow gold', 'rockabilly', 'soft rock']"
88186,1975-06-28,87,Sure Feels Good,Elvin Bishop,,87,1,"['blues rock', 'country rock', 'electric blues', 'modern blues', 'southern rock']"
88189,1975-06-28,90,Fame,David Bowie,,90,1,"['classic rock', 'glam rock', 'rock']"
88196,1975-06-28,97,Two Lane Highway,Pure Prairie League,,97,1,"['classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock']"
88199,1975-06-28,100,What Time Of Day,Billy Thunderkloud & The Chieftones,,100,1,genre not found
88250,1975-07-05,51,Someone Saved My Life Tonight,Elton John,,51,1,"['glam rock', 'mellow gold', 'piano rock', 'soft rock']"
88276,1975-07-05,77,That's The Way Of The World,"Earth, Wind & Fire",,77,1,"['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']"
88279,1975-07-05,80,"Oh Me, Oh My (Dreams In My Arms)",Al Green,,80,1,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
88281,1975-07-05,82,Look At Me (I'm In Love),Moments,,82,1,"['boy band', 'pop', 'post-teen pop', 'talent show']"
88283,1975-07-05,84,Til The World Ends,Three Dog Night,,84,1,"['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']"
88285,1975-07-05,86,Hope That We Can Be Together Soon,Sharon Paige and Harold Melvin And The Blue Notes,,86,1,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']"
88288,1975-07-05,89,The Biggest Parakeets In Town,Jud Strunk,,89,1,[]
88289,1975-07-05,90,Keep Our Love Alive,Paul Davis,,90,1,"['album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']"
88292,1975-07-05,93,Dream Merchant,New Birth,,93,1,"['alternative americana', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'new americana', 'stomp and holler', 'swedish americana']"
88294,1975-07-05,95,Our Last Song Together,Bo Donaldson And The Heywoods,,95,1,"['clean comedy', 'comedy', 'comic']"
88297,1975-07-05,98,Top Of The World (Make My Reservation),Canyon,,98,1,"['pop', 'post-teen pop']"
88299,1975-07-05,100,Please Tell Him That I Said Hello,Debbie Campbell,,100,1,['show tunes']
88376,1975-07-12,77,Glasshouse,The Temptations,,77,1,"['brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']"
88379,1975-07-12,80,Get The Cream Off The Top,Eddie Kendricks,,80,1,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul']"
88384,1975-07-12,85,Come An' Get Yourself Some,Leon Haywood,,85,1,"['funk', 'post-disco']"
88385,1975-07-12,86,Help Me Rhonda,Johnny Rivers,,86,1,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'soft rock']"
88388,1975-07-12,89,Blue Sky,Joan Baez,,89,1,"['american folk revival', 'folk', 'folk rock', 'singer-songwriter']"
88393,1975-07-12,94,Get Down Tonight,KC And The Sunshine Band,,94,1,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']"
88397,1975-07-12,98,Action Speaks Louder Than Words,Chocolate Milk,,98,1,"['south african hip hop', 'south african pop', 'south african trap']"
88398,1975-07-12,99,Honey Trippin',The Mystic Moods,,99,1,[]
88399,1975-07-12,100,Three Steps From True Love,The Reflections,,100,1,"['livetronica', 'world fusion']"
88475,1975-07-19,76,Two Fine People,Cat Stevens,,76,1,"['british folk', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
88476,1975-07-19,77,Daisy Jane,America,,77,1,"['neo soul', 'r&b']"
88478,1975-07-19,79,Tush,ZZ Top,,79,1,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'rock']"
88486,1975-07-19,87,Can't Give You Anything (but My Love),The Stylistics,,87,1,"['adult standards', 'classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul']"
88489,1975-07-19,90,How Long (Betcha' Got A Chick On The Side),The Pointer Sisters,,90,1,"['dance pop', 'dance rock', 'disco', 'girl group', 'hi-nrg', 'mellow gold', 'motown', 'new wave pop', 'post-disco', 'soft rock']"
88494,1975-07-19,95,Life And Death In G&A,Love Childs Afro Cuban Blues Band,,95,1,"['jazz funk', 'smooth jazz']"
88495,1975-07-19,96,Chase The Clouds Away,Chuck Mangione,,96,1,"['jazz trumpet', 'smooth jazz']"
88499,1975-07-19,100,Rocky,Austin Roberts,,100,1,['bubblegum pop']
88567,1975-07-26,68,(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates,,68,1,['karaoke']
88572,1975-07-26,73,It Doesn't Matter Anymore/When Will I Be Loved,Linda Ronstadt,,73,1,"['adult standards', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock']"
88581,1975-07-26,82,It Only Takes A Minute,Tavares,,82,1,"['adult standards', 'classic soul', 'disco', 'motown', 'post-disco', 'quiet storm']"
88583,1975-07-26,84,Waterfall,Carly Simon,,84,1,"['adult standards', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']"
88586,1975-07-26,87,Let Me Make Love To You,The O'Jays,,87,1,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']"
88587,1975-07-26,88,Rock & Roll Runaway,Ace,,88,1,"['album rock', 'alternative metal', 'hard rock', 'metal', 'rock', 'speed metal']"
88594,1975-07-26,95,Alvin Stone (The Birth & Death Of A Gangster),Fantastic Four,,95,1,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop']"
88596,1975-07-26,97,Keep Your Eye On The Sparrow,Merry Clayton,,97,1,['classic soul']
88597,1975-07-26,98,If You Think You Know How To Love Me,Smokey,,98,1,[]
88675,1975-08-02,76,Solitaire,Carpenters,,76,1,"['adult standards', 'mellow gold', 'soft rock']"
88676,1975-08-02,77,Sweet Maxine,The Doobie Brothers,,77,1,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
88677,1975-08-02,78,Run Joey Run,David Geddes,,78,1,[]
88680,1975-08-02,81,I Believe I'm Gonna Love You,Frank Sinatra,,81,1,"['adult standards', 'easy listening', 'lounge']"
88684,1975-08-02,85,Flyin' High,The Blackbyrds,,85,1,"['classic soul', 'disco', 'funk', 'jazz funk', 'post-disco', 'quiet storm', 'soul', 'soul jazz']"
88685,1975-08-02,86,I Love Makin' Love To You,Evie Sands,,86,1,[]
88687,1975-08-02,88,Brazil,The Ritchie Family,,88,1,"['deep disco', 'disco', 'philly soul', 'post-disco']"
88688,1975-08-02,89,Like They Say In L.A.,East L.A. Car Pool,,89,1,genre not found
88694,1975-08-02,95,Lady Blue,Leon Russell,,95,1,"['blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'outlaw country', 'piano rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock', 'swamp rock']"
88696,1975-08-02,97,Mamacita,The Grass Roots,,97,1,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'soft rock', 'sunshine pop']"
88781,1975-08-09,82,They Just Can't Stop It the (Games People Play),The Spinners,,82,1,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soft rock', 'soul', 'southern soul']"
88783,1975-08-09,84,Give It What You Got/Peace Pipe,B.T. Express,,84,1,"['classic soul', 'disco', 'funk', 'post-disco', 'quiet storm']"
88785,1975-08-09,86,Ain't No Way To Treat A Lady,Helen Reddy,,86,1,"['adult standards', 'bubblegum pop', 'folk', 'mellow gold', 'soft rock']"
88786,1975-08-09,87,Your Love,Graham Central Station,,87,1,['funk']
88787,1975-08-09,88,Inside My Love,Minnie Riperton,,88,1,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']"
88788,1975-08-09,89,S.O.S.,ABBA,,89,1,"['europop', 'swedish pop']"
88789,1975-08-09,90,Turn Back The Pages,Stephen Stills,,90,1,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop', 'rap']"
88792,1975-08-09,93,You Are A Song,Batdorf & Rodney,,93,1,[]
88794,1975-08-09,95,"Main Title (Theme From ""Jaws"")","John Williams/""Jaws"" Soundtrack",,95,1,['soundtrack']
88798,1975-08-09,99,(Call Me Your) Anything Man,Bobby Moore,,99,1,['classic soul']
88799,1975-08-09,100,Katmandu,Bob Seger,,100,1,"['album rock', 'blues rock', 'classic rock', 'country rock', 'detroit rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
88866,1975-08-16,67,Gone At Last,Paul Simon/Phoebe Snow,,67,1,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
88879,1975-08-16,80,Carolina In The Pines,Michael Murphey,,80,1,"['country', 'country rock', 'cowboy western', 'new mexico music', 'outlaw country', 'soft rock']"
88885,1975-08-16,86,Por Amor Viviremos,Captain & Tennille,,86,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'disco', 'folk', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']"
88886,1975-08-16,87,Dreaming A Dream,Crown Heights Affair,,87,1,"['deep disco', 'disco', 'post-disco', 'post-disco soul', 'rare groove']"
88888,1975-08-16,89,I Got Stoned And I Missed It,Jim Stafford,,89,1,['bubblegum pop']
88889,1975-08-16,90,Department Of Youth,Alice Cooper,,90,1,"['album rock', 'blues rock', 'classic rock', 'detroit rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']"
88895,1975-08-16,96,We Been Singin' Songs,Baron Stewart,,96,1,[]
88896,1975-08-16,97,House Of Strangers,Jim Gilstrap,,97,1,"['jazz funk', 'jazz fusion', 'smooth jazz']"
88899,1975-08-16,100,What You Got,Duke & The Drivers,,100,1,[]
88963,1975-08-23,64,Do It Any Way You Wanna,People's Choice,,64,1,"['classic soul', 'deep disco', 'disco', 'philly soul', 'post-disco']"
88980,1975-08-23,81,If I Ever Lose This Heaven,AWB,,81,1,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
88981,1975-08-23,82,Miracles,Jefferson Starship,,82,1,"['album rock', 'art rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']"
88987,1975-08-23,88,Who Loves You,The 4 Seasons,,88,1,"['baroque', 'classical', 'early music', 'italian baroque']"
88988,1975-08-23,89,Only You Can,Fox,,89,1,"['album rock', 'blues rock', 'classic rock', 'classic uk pop', 'glam rock', 'hard rock', 'rock']"
88989,1975-08-23,90,Out Of Time,The Rolling Stones,,90,1,"['british invasion', 'classic rock', 'rock']"
88993,1975-08-23,94,Chocolate Chip,Isaac Hayes,,94,1,"['classic soul', 'disco', 'funk', 'jazz funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'southern soul']"
88996,1975-08-23,97,Music In My Bones,Joe Simon,,97,1,"['classic soul', 'motown', 'philly soul', 'soul', 'southern soul']"
88997,1975-08-23,98,Eighteen With A Bullet,Pete Wingfield,,98,1,"['blues', 'blues rock', 'classic rock', 'electric blues', 'texas blues', 'traditional blues']"
88998,1975-08-23,99,The Millionaire,Dr. Hook,,99,1,"['bubblegum pop', 'classic rock', 'classic uk pop', 'country rock', 'folk rock', 'mellow gold', 'soft rock']"
89079,1975-08-30,80,If I Could Only Win Your Love,Emmylou Harris,,80,1,"['country rock', 'folk', 'folk rock', 'lilith', 'melancholia', 'mellow gold', 'roots rock', 'singer-songwriter']"
89082,1975-08-30,83,This Will Be,Natalie Cole,,83,1,"['adult standards', 'lounge', 'mellow gold', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']"
89085,1975-08-30,86,Blue Eyes Crying In The Rain,Willie Nelson,,86,1,"['contemporary country', 'country', 'country road', 'oklahoma country']"
89087,1975-08-30,88,Sky High,Jigsaw,,88,1,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
89088,1975-08-30,89,(All I Have To Do Is) Dream,The Nitty Gritty Dirt Band,,89,1,"['bluegrass', 'country', 'country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'soft rock']"
89089,1975-08-30,90,Jam Band,Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III,,90,1,genre not found
89097,1975-08-30,98,Hollywood Hot,The Eleventh Hour,,98,1,[]
89098,1975-08-30,99,A Friend Of Mine Is Going Blind,John Dawson Read,,99,1,[]
89148,1975-09-06,49,Mr. Jaws,Dickie Goodman,,49,1,"['bubblegum pop', 'novelty', 'parody']"
89170,1975-09-06,71,Rockin' All Over The World,John Fogerty,,71,1,"['album rock', 'blues rock', 'classic rock', 'country rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'swamp rock']"
89172,1975-09-06,73,Love Is A Rose,Linda Ronstadt,,73,1,"['adult standards', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock']"
89178,1975-09-06,79,There Goes Another Love Song,The Outlaws,,79,1,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']"
89181,1975-09-06,82,Brand New Love Affair (Part I & II),Chicago,,82,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
89182,1975-09-06,83,I Get High On You,Sly Stone,,83,1,"['funk', 'psychedelic soul']"
89184,1975-09-06,85,You Ain't Never Been Loved (Like I'm Gonna Love You),Jessi Colter,,85,1,"['country rock', 'outlaw country']"
89185,1975-09-06,86,The Agony And The Ecstasy,Smokey Robinson,,86,1,['escape room']
89187,1975-09-06,88,Shotgun Shuffle,The Sunshine Band,,88,1,"['disco', 'funk', 'motown', 'soft rock']"
89189,1975-09-06,90,I Want'a Do Something Freaky To You,Leon Haywood,,90,1,"['funk', 'post-disco']"
89197,1975-09-06,98,Don't It Make You Wanna Dance?,Rusty Wier,,98,1,['texas country']
89199,1975-09-06,100,Party Music,Pat Lundi,,100,1,[]
89265,1975-09-13,66,Bad Blood,Neil Sedaka,,66,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'mellow gold', 'rockabilly', 'soft rock']"
89278,1975-09-13,79,Lyin' Eyes,Eagles,,79,1,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
89285,1975-09-13,86,Every Day I Have To Cry Some,Arthur Alexander,,86,1,"['brill building pop', 'southern soul']"
89289,1975-09-13,90,Salsoul Hustle,The Salsoul Orchestra,,90,1,"['deep disco', 'disco', 'philly soul', 'post-disco']"
89299,1975-09-13,100,Foot Stompin Music,Hamilton Bohannon,,100,1,genre not found
89352,1975-09-20,53,Heat Wave/love Is A Rose,Linda Ronstadt,,53,1,"['adult standards', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock']"
89363,1975-09-20,64,Sweet Sticky Thing,Ohio Players,,64,1,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul']"
89367,1975-09-20,68,Born To Run,Bruce Springsteen,,68,1,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
89376,1975-09-20,77,Something Better To Do,Olivia Newton-John,,77,1,['hollywood']
89377,1975-09-20,78,Low Rider,War,,78,1,"['contemporary country', 'deep talent show']"
89378,1975-09-20,79,Just Too Many People,Melissa Manchester,,79,1,"['adult standards', 'bubblegum pop', 'mellow gold', 'soft rock', 'yacht rock']"
89380,1975-09-20,81,Help Me Make It (To My Rockin' Chair),B.J. Thomas,,81,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic country pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']"
89381,1975-09-20,82,Are You Sure Hank Done It This Way,Waylon Jennings,,82,1,"['country', 'country rock', 'outlaw country', 'texas country']"
89382,1975-09-20,83,Mr. D.J. (5 For The D.J.),Aretha Franklin,,83,1,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']"
89388,1975-09-20,89,Diamonds And Rust,Joan Baez,,89,1,"['american folk revival', 'folk', 'folk rock', 'singer-songwriter']"
89393,1975-09-20,94,Rockin' And Rollin' On The Streets Of Hollywood,Buddy Miles,,94,1,"['funk', 'psychedelic soul', 'rock drums']"
89395,1975-09-20,96,Nothin' Heavy,David Bellamy,,96,1,[]
89398,1975-09-20,99,Keep On Tryin',Poco,,99,1,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']"
89479,1975-09-27,80,The Way I Want To Touch You,Captain & Tennille,,80,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'disco', 'folk', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']"
89486,1975-09-27,87,Leftovers,Millie Jackson,,87,1,"['classic soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
89497,1975-09-27,98,Let's Live Together,The Road Apples,,98,1,"['country', 'country rock', 'folk', 'nashville sound', 'oklahoma country']"
89498,1975-09-27,99,So In Love,Curtis Mayfield,,99,1,"['chicago soul', 'classic soul', 'disco', 'funk', 'soul']"
89499,1975-09-27,100,Easy Evil,Travis Wammack,,100,1,['swamp rock']
89573,1975-10-04,74,Letting Go,Wings,,74,1,"['hip hop', 'pittsburgh rap', 'rap']"
89581,1975-10-04,82,Nights On Broadway,Bee Gees,,82,1,"['disco', 'mellow gold', 'soft rock']"
89584,1975-10-04,85,Fancy Lady,Billy Preston,,85,1,"['classic soul', 'funk', 'motown', 'psychedelic soul', 'rock keyboard', 'soul', 'southern soul']"
89588,1975-10-04,89,Summer Of '42,Biddu Orchestra,,89,1,[]
89599,1975-10-04,100,I Don't Want To Be A Lone Ranger,Johnny Guitar Watson,,100,1,"['blues', 'funk', 'soul']"
89648,1975-10-11,49,Island Girl,Elton John,,49,1,"['glam rock', 'mellow gold', 'piano rock', 'soft rock']"
89659,1975-10-11,60,What's Happened To Blue Eyes/You Ain't Never Been Loved (Like I'm Gonna Lov,Jessi Colter,,60,1,"['country rock', 'outlaw country']"
89685,1975-10-11,86,Change With The Times,Van Mccoy,,86,1,['disco']
89686,1975-10-11,87,"Fly, Robin, Fly",Silver Convention,,87,1,"['deep disco', 'disco']"
89688,1975-10-11,89,Is It Love That We're Missin',Quincy Jones (feat. The Brothers Johnson),,89,1,genre not found
89689,1975-10-11,90,Minstrel In The Gallery,Jethro Tull,,90,1,"['album rock', 'art rock', 'blues rock', 'classic rock', 'flute rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
89694,1975-10-11,95,Indian Love Call,Ray Stevens,,95,1,"['bubblegum pop', 'comic', 'country', 'country rock', 'novelty']"
89695,1975-10-11,96,Just A Smile,Pilot,,96,1,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'sierreno']"
89697,1975-10-11,98,Chinese Kung Fu,Banzaii,,98,1,"['contemporary country', 'deep talent show']"
89780,1975-10-18,81,My Little Town,Simon & Garfunkel,,81,1,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']"
89782,1975-10-18,83,Sailing,Rod Stewart,,83,1,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
89783,1975-10-18,84,The Other Woman,Vicki Lawrence,,84,1,[]
89789,1975-10-18,90,(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - P,Cheech & Chong,,90,1,"['melodic rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']"
89793,1975-10-18,94,King Kong - Pt. I,The Jimmy Castor Bunch,,94,1,"['funk', 'rare groove']"
89794,1975-10-18,95,Fire On The Mountain,The Marshall Tucker Band,,95,1,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock']"
89795,1975-10-18,96,Never Been Any Reason,Head East,,96,1,"['album rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'soft rock', 'southern rock']"
89797,1975-10-18,98,Hey There Little Firefly Part I,Firefly,,98,1,"['channel islands indie', 'vapor soul']"
89799,1975-10-18,100,Machines,John Livigni,,100,1,genre not found
89849,1975-10-25,50,That's The Way (I Like It),KC And The Sunshine Band,,50,1,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']"
89867,1975-10-25,68,Let's Do It Again,The Staple Singers,,68,1,"['chicago soul', 'classic soul', 'funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'southern soul']"
89886,1975-10-25,87,The Music Never Stopped,The Grateful Dead,,87,1,"['classic rock', 'cosmic american', 'country rock', 'double drumming', 'folk rock', 'jam band', 'psychedelic rock', 'rock', 'roots rock']"
89887,1975-10-25,88,Bringing It Back,Elvis Presley,,88,1,"['adult standards', 'rock-and-roll', 'rockabilly']"
89889,1975-10-25,90,Love Machine (Part 1),The Miracles,,90,1,"['brill building pop', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']"
89892,1975-10-25,93,Welcome To My Nightmare,Alice Cooper,,93,1,"['album rock', 'blues rock', 'classic rock', 'detroit rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']"
89899,1975-10-25,100,(If You Want It) Do It Yourself,Gloria Gaynor,,100,1,['disco']
89969,1975-11-01,70,I Love Music (Part 1),The O'Jays,,70,1,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']"
89981,1975-11-01,82,Venus And Mars Rock Show,Wings,,82,1,"['hip hop', 'pittsburgh rap', 'rap']"
89985,1975-11-01,86,You Sexy Thing,Hot Chocolate,,86,1,"['classic uk pop', 'disco', 'motown', 'soft rock']"
89988,1975-11-01,89,Theme From Mahogany (Do You Know Where You're Going To),Diana Ross,,89,1,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']"
89990,1975-11-01,91,Same Thing It Took,The Impressions,,91,1,"['brill building pop', 'chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul']"
89996,1975-11-01,97,Everything's The Same (Ain't Nothing Changed),Billy Swan,,97,1,['swamp pop']
89998,1975-11-01,99,I'll Go To My Grave Loving You,The Statler Brothers,,99,1,"['country', 'country rock']"
89999,1975-11-01,100,Better By The Pound,Funkadelic,,100,1,"['funk', 'funk rock', 'p funk', 'psychedelic rock', 'psychedelic soul', 'soul']"
90085,1975-11-08,86,Country Boy (You Got Your Feet In L.A.),Glen Campbell,,86,1,"['adult standards', 'arkansas country', 'brill building pop', 'bubblegum pop', 'classic country pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'nashville sound', 'soft rock']"
90086,1975-11-08,87,Winners And Losers,"Hamilton, Joe Frank & Reynolds",,87,1,"['bubblegum pop', 'soft rock']"
